,total_cup_points,species,owner,country_of_origin,company,altitude,region,producer,number_of_bags,bag_weight,in_country_partner,harvest_year,grading_date,owner_1,variety,processing_method,aroma,flavor,aftertaste,acidity,body,balance,uniformity,clean_cup,sweetness,cupper_points,moisture,category_one_defects,quakers,color,category_two_defects,expiration,certification_body,certification_address,certification_contact,unit_of_measurement,altitude_low_meters,altitude_high_meters,altitude_mean_meters,volume
951,81.33,Arabica,bismarck castro,Honduras,cigrah s.a de c.v,1500,comayagua,Nahun Maldonado,275,69.0,Instituto Hondureño del Café,2016 / 2017,"June 9th, 2016",Bismarck Castro,Caturra,Washed / Wet,7.5,7.5,7.0,7.17,7.5,7.33,10.0,10.0,10.0,7.33,0.11,0,2.0,Bluish-Green,3,"June 9th, 2017",Instituto Hondureño del Café,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1500.0,1500.0,1500.0,18975
952,81.33,Arabica,angel oscar medina rodriguez,Mexico,ac la laja sa de cv,1130,veracruz,Juan Hermilo Sampieri,220,69.0,Centro Agroecológico del Café A.C.,2016,"February 25th, 2016",Angel Oscar Medina Rodriguez,,,7.67,7.42,7.0,7.42,7.58,7.08,10.0,10.0,10.0,7.17,0.12,0,2.0,Green,0,"February 24th, 2017",Centro Agroecológico del Café A.C.,3b8dfdd621590b424ff64e0b76df7d6a92e1c628,d470dc009281519e30da6ead1c649fcd7670f386,m,1130.0,1130.0,1130.0,15180
953,81.33,Arabica,cafebras,Brazil,cafebras comercio de cafés do brasil sa,1100,cerrado,NELSON AZEVEDO FRANÇA,300,60.0,Brazil Specialty Coffee Association,2015/2016,"November 20th, 2015",Cafebras,Catuai,Natural / Dry,7.25,7.33,7.33,7.33,7.33,7.42,10.0,10.0,10.0,7.33,0.11,0,0.0,Green,14,"November 19th, 2016",Brazil Specialty Coffee Association,3297cfa4c538e3dd03f72cc4082c54f7999e1f9d,8900f0bf1d0b2bafe6807a73562c7677d57eb980,m,1100.0,1100.0,1100.0,18000
954,81.33,Arabica,cadexsa,Honduras,cadexsa,1350,marcala,Jose Omar Acosta,275,1.0,Instituto Hondureño del Café,2015,"May 22nd, 2015",CADEXSA,Catuai,Washed / Wet,7.58,7.42,7.17,7.42,7.17,7.17,10.0,10.0,10.0,7.42,0.09,0,0.0,Green,4,"May 21st, 2016",Instituto Hondureño del Café,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1350.0,1350.0,1350.0,275
955,81.33,Arabica,jacques pereira carneiro,Brazil,exportadora de cafés carmo de minas ltda,1200,mantiqueira de minas,NAZARETH DIAS PEREIRA,300,60.0,Brazil Specialty Coffee Association,2014/2015,"December 16th, 2014",Jacques Pereira Carneiro,Yellow Bourbon,Other,7.17,7.33,7.42,7.25,7.42,7.33,10.0,10.0,10.0,7.42,0.12,0,0.0,Green,6,"December 16th, 2015",Brazil Specialty Coffee Association,3297cfa4c538e3dd03f72cc4082c54f7999e1f9d,8900f0bf1d0b2bafe6807a73562c7677d57eb980,m,1200.0,1200.0,1200.0,18000
958,81.33,Arabica,mayra yessenia torres,Honduras,"olam honduras, s.a.",1450 msnm,san marcos,Nelson Melgar Melgar,275,1.0,Instituto Hondureño del Café,2014,"January 22nd, 2014",Mayra Yessenia Torres,Catuai,Washed / Wet,7.33,7.33,7.17,7.33,7.5,7.33,10.0,10.0,10.0,7.33,0.12,0,0.0,Green,3,"January 22nd, 2015",Instituto Hondureño del Café,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1450.0,1450.0,1450.0,275
960,81.33,Arabica,hector gabriel barreda nader,Mexico,,1000,veracruz,HECTOR GABRIEL BARREDA NADER,70,1.0,AMECAFE,2012,"July 11th, 2012",HECTOR GABRIEL BARREDA NADER,Typica,Washed / Wet,7.33,7.25,7.17,7.42,7.58,7.33,10.0,10.0,10.0,7.25,0.12,0,0.0,None,4,"July 11th, 2013",AMECAFE,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m,1000.0,1000.0,1000.0,70
963,81.25,Arabica,ipanema coffees,Brazil,ipanema coffees,1,south of minas,Ipanema Agrícola SA,320,2.0,Brazil Specialty Coffee Association,2015/2016,"October 8th, 2015",Ipanema Coffees,Yellow Bourbon,Natural / Dry,7.17,7.42,7.17,7.08,6.92,8.17,10.0,10.0,10.0,7.33,0.0,0,0.0,Green,1,"October 7th, 2016",Brazil Specialty Coffee Association,3297cfa4c538e3dd03f72cc4082c54f7999e1f9d,8900f0bf1d0b2bafe6807a73562c7677d57eb980,m,1.0,1.0,1.0,640
964,81.25,Arabica,"comercial internacional exportadora, s.a.",Nicaragua,"comercial internacional exportadora, s.a.",1100,jinotega,Rolando Lacayo,275,69.0,Asociación de Cafés Especiales de Nicaragua,2015,"July 6th, 2015","COMERCIAL INTERNACIONAL EXPORTADORA, S.A.",Catuai,Washed / Wet,7.08,7.5,7.33,7.17,7.42,7.25,10.0,10.0,10.0,7.5,0.1,0,0.0,Green,4,"July 5th, 2016",Asociación de Cafés Especiales de Nicaragua,fc561dd3c2eee024b032933e0a97b4aede0dc206,f79a8d4dee92a80ff14025f03ea34fa316b2132f,m,1100.0,1100.0,1100.0,18975
965,81.25,Arabica,cadexsa,Honduras,cadexsa,1400 msn,marcala,JOSE OMAR ACOSTA,275,1.0,Instituto Hondureño del Café,2015,"May 12th, 2015",CADEXSA,Catuai,Washed / Wet,7.42,7.17,7.17,7.5,7.33,7.25,10.0,10.0,10.0,7.42,0.12,0,0.0,Green,1,"May 11th, 2016",Instituto Hondureño del Café,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m,1400.0,1400.0,1400.0,275
966,81.25,Arabica,essencecoffee,Guatemala,essence coffee,1700m,huehuetenango,El Injerto S.A.,36,24.915,Blossom Valley International,2014,"March 21st, 2015",EssenceCoffee,Pacamara,Washed / Wet,7.33,7.42,7.17,7.25,7.42,7.33,10.0,10.0,10.0,7.33,0.09,0,0.0,Bluish-Green,2,"March 20th, 2016",Blossom Valley International,fc45352eee499d8470cf94c9827922fb745bf815,de73fc9412358b523d3a641501e542f31d2668b0,m,1700.0,1700.0,1700.0,896
974,81.17,Arabica,"cafetalera internacional cafinter, s.a.",Costa Rica,"cafetalera internacional cafinter, s.a.",1200-1400 masl,tres rios,JOSE FRANCISCO GONZALEZ,275,18975.0,Specialty Coffee Association of Costa Rica,2015,"May 22nd, 2015","CAFETALERA INTERNACIONAL CAFINTER, S.A.",Caturra,Washed / Wet,7.5,7.5,7.33,7.17,7.08,7.17,10.0,10.0,10.0,7.42,0.11,0,0.0,Bluish-Green,0,"May 21st, 2016",Specialty Coffee Association of Costa Rica,8e0b118f3cf3121ab27c5387deacdb7d4d2a60b1,5eb2b7129d9714c43825e44dc3bca9423de209e9,m,1200.0,1400.0,1300.0,5218125
978,81.17,Arabica,taylor winch (t) ltd,"Tanzania, United Republic Of",taylor winch (t) ltd,1550,mbinga,Taylor Winch (T) ltd,320,60.0,Africa Fine Coffee Association,2014,"December 17th, 2014",Taylor Winch (T) Ltd,Bourbon,Washed / Wet,7.58,7.17,7.17,7.33,7.33,7.25,10.0,10.0,10.0,7.33,0.12,0,0.0,Bluish-Green,2,"December 17th, 2015",Africa Fine Coffee Association,073285c0d45e2f5539012d969937e529564fa6fe,c4ab13415cdd69376a93780c0166e7b1a10481ea,m,1550.0,1550.0,1550.0,19200
981,81.17,Arabica,bourbon specialty coffees,Brazil,bourbon specialty coffees,,monte carmelo,JOSE RENATO BAIARDI,300,1.0,NUCOFFEE,2013,"February 4th, 2014",BOURBON SPECIALTY COFFEES,Catuai,Natural / Dry,7.42,7.42,7.17,7.42,7.33,7.25,10.0,10.0,10.0,7.17,0.11,0,0.0,Green,3,"February 4th, 2015",NUCOFFEE,567f200bcc17a90070cb952647bf88141ad9c80c,aa2ff513ffb9c844462a1fb07c599bce7f3bb53d,m,,,996.5,300
983,81.17,Arabica,the coffee source inc.,Guatemala,the coffee source inc.,1450,oriente,Finca Quequesquez,250,1.0,Specialty Coffee Association,2012,"August 20th, 2012",The Coffee Source Inc.,Caturra,Washed / Wet,7.42,7.25,7.33,7.25,7.25,7.42,10.0,10.0,10.0,7.25,0.12,0,0.0,Green,4,"August 20th, 2013",Specialty Coffee Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m,1450.0,1450.0,1450.0,250
984,81.17,Arabica,nucoffee,Brazil,nucoffee,1000m,south of minas,Bruno de Andrade Frota,17,60.0,NUCOFFEE,2012,"January 23rd, 2012",NUCOFFEE,Mundo Novo,Natural / Dry,7.42,7.33,7.25,7.42,7.5,7.17,10.0,10.0,10.0,7.08,0.12,0,0.0,Green,1,"January 22nd, 2013",NUCOFFEE,567f200bcc17a90070cb952647bf88141ad9c80c,aa2ff513ffb9c844462a1fb07c599bce7f3bb53d,m,1000.0,1000.0,1000.0,1020
